BPLC_NM,BZSTAT_SE_NM,CLSBIZ_YMD,CRD_INFO_X,CRD_INFO_Y,DAT_UPDT_PNT,DAT_UPDT_SE,DTL_SALS_STTS_CD,DTL_SALS_STTS_NM,LAST_MDFCN_PNT,LCPMT_RTRCN_YMD,LCPMT_YMD,LCTN_AREA,LCTN_ZIP,LOTNO_ADDR,MNG_NO,OPN_ATMY_GRP_CD,ROAD_NM_ADDR,ROAD_NM_ZIP,ROBIZ_YMD,SALS_STTS_CD,SALS_STTS_NM,STOR_SE_NM,TCBIZ_BGNG_YMD,TCBIZ_END_YMD,TELNO
현대그린프라자,그 밖의 대규모점포,2020-12-23,208580.71713056,424737.738121321,2026-04-01 22:13:50,I,3,폐업처리,2021-01-31 19:52:30,,1995-12-07,0,,경기도 용인시 수지구 풍덕천동 715-2 현대그린프라자,1995405048407500001,4050000,"경기도 용인시 수지구 풍덕천로 149, 현대그린프라자 (풍덕천동)",16837,,03,폐업,대규모점포,,,031-262-4811
롯데백화점부산점,백화점,,387271.299492377,186099.137533193,2026-05-09 03:03:03,U,1,정상영업,2026-05-08 13:49:39,,1995-12-05,101059,,부산광역시 부산진구 부전동 535-15호,2000329000107500031,3290000,부산광역시 부산진구 가야대로 772 (부전동),,,01,영업/정상,대규모점포,,,051-810-2500
그린필백화점,백화점,,,,2026-03-26 22:48:23,I,1,정상영업,2007-06-23 10:45:46,,1995-12-02,,,충청남도 서산시 동문동 888번지 11  호,2000453011607500006,4530000,,,,01,영업/정상,,,,041-669-7390
대우상가,그 밖의 대규모점포,,203242.968498731,460001.081136921,2025-12-15 16:15:28,I,1,정상영업,2022-03-24 11:05:54,,1995-11-29,3364.41,132-784,서울특별시 도봉구 창동 804번지,2012309013407500007,3090000,서울특별시 도봉구 덕릉로63가길 61 (창동),,2012-05-15,01,영업/정상,대규모점포,,,
줄포상설시장,그 밖의 대규모점포,,170632.350106953,232031.741943243,2025-12-15 16:15:28,I,1,정상영업,2022-06-17 15:10:23,,1995-11-25,2005,,전북특별자치도 부안군 줄포면 줄포리 728-3 줄포시장,1995479005307500002,4791000,"전북특별자치도 부안군 줄포면 부안로 865, 줄포시장",56326,,01,영업/정상,대규모점포,,,063-580-4428
분당우성시장,그 밖의 대규모점포,,,,2025-12-15 16:15:28,I,1,정상영업,2007-07-07 11:25:20,,1995-11-22,,,경기도 성남시분당구 서현동 94번지 3   호,2000378007607510043,3780000,,,,01,영업/정상,,,,031-701-3557
현대코아,그 밖의 대규모점포,,192018.138618295,183425.902011735,2026-07-14 11:38:15,I,1,정상영업,2011-11-21 20:36:42,,1995-11-18,0,,전남광주통합특별시 동구 충장로4가 53호,2000359001107500010,5805000,전남광주통합특별시 동구 충장로46번길 3 (충장로4가),,,01,영업/정상,준대규모점포,,,062-234-0411
동소문스카이프라자,그 밖의 대규모점포,,,,2025-12-15 16:15:28,I,1,정상영업,2007-07-07 10:47:37,,1995-11-16,,,서울특별시 성북구 돈암동 609번지 1  호,2000307009907500015,3070000,,,,01,영업/정상,,,,02-926-6405
태평백화점,백화점,,198303.527071078,442742.422887932,2026-05-03 22:37:51,I,2,휴업처리,2025-04-17 18:04:53,,1995-10-20,5776.02,,서울특별시 동작구 사당동 136-1 태평백화점,2021319021607500001,3190000,"서울특별시 동작구 동작대로 115, 태평백화점 (사당동)",07008,,02,휴업,대규모점포,2021-10-31,2028-04-30,02-595-8000
장평종합시장,그 밖의 대규모점포,,348662.053432762,155453.743442308,2025-12-15 16:15:28,I,1,정상영업,2012-02-10 10:47:08,,1995-10-18,4569.54,,경상남도 거제시 신현읍 고현리 56번지 1호,2001537001007500005,5370000,경상남도 거제시 장평로 37 (장평동),,,01,영업/정상,대규모점포,,,055-637-2197
평거한보하이타운상가,그 밖의 대규모점포,,296424.923226344,186452.598636456,2025-12-15 16:15:28,I,1,정상영업,2023-09-20 10:55:16,,1995-10-18,3120,,경상남도 진주시 평거동 301-1 한보하이타운,1995531000007500013,5310000,"경상남도 진주시 순환로553번길 7 (평거동, 한보하이타운)",52678,,01,영업/정상,대규모점포,,,055-748-0640
코리아나프라자,쇼핑센터,,232949.613611143,316644.526968028,2026-05-07 22:30:16,I,4,직권취소,2015-11-20 10:33:41,2007-07-25,1995-10-17,0,302-171,대전광역시 서구 갈마동 316번지 4호,1995366001507525000,3660000,대전광역시 서구  신갈마로  183 (갈마동),,,04,취소/말소/만료/정지/중지,대규모점포,,,042-534-9300
코리아나프라자,쇼핑센터,,232949.613611143,316644.526968028,2026-05-07 22:30:16,I,4,직권취소,2015-11-20 10:36:49,2007-07-25,1995-10-17,0,302-171,대전광역시 서구 갈마동 316번지 4호,1995366001507500025,3660000,대전광역시 서구  신갈마로  183 (갈마동),,,04,취소/말소/만료/정지/중지,대규모점포,,,042-534-9300
한신코아백화점성남점,백화점,2002-09-24,213499.485770645,437994.885930918,2025-12-15 16:15:28,I,3,폐업처리,2007-08-06 11:03:46,,1995-10-14,10244.32,,경기도 성남시수정구 신흥동 2463번지 5   호,2000378000007530052,3780000,경기도 성남시 수정구 산성대로 337 (신흥동),,,03,폐업,,,,034-2730-1961
동성탑스아울렛,그 밖의 대규모점포,,200985.759458979,421034.427622307,2026-03-11 01:45:40,I,2,휴업처리,2007-06-23 14:09:49,,1995-10-07,873,,경기도 수원시장안구 영화동 308번지 1호,1995374001107500005,3740000,경기도 수원시 장안구 정조로 941 (영화동),,,02,휴업,,,,031-220-7000
정자종합시장,그 밖의 대규모점포,,200010.511721975,420969.555008373,2026-03-11 01:45:40,I,2,휴업처리,2007-06-23 14:09:49,,1995-10-07,5111,,경기도 수원시장안구 정자동 73번지 10호,1995374001107500001,3740000,경기도 수원시 장안구 수성로261번길 16 (정자동),,,02,휴업,,,,
서귀포향토오일시장,시장,,160229.829931364,-25330.59852385,2026-05-02 22:48:39,I,1,정상영업,2010-06-23 12:57:29,,1995-09-29,10916,,제주특별자치도 서귀포시 동홍동 774번지 3호,2000550000007500005,6520000,제주특별자치도 서귀포시 토평서로11번길 150 (동홍동),,,01,영업/정상,,,,064-763-0965
(주)미소종합유통,대형마트,,,,2026-05-06 22:48:29,I,1,정상영업,2007-07-14 10:16:27,,1995-09-20,,,서울특별시 은평구 진관내동 500번지 2  호,2001311008807500019,3110000,,,,01,영업/정상,,,,02-385-4902
성남중앙지하시장,시장,,213243.45351077,437926.393730154,2025-12-15 16:15:28,I,1,정상영업,2016-10-10 11:17:03,,1995-09-06,11417.81,,경기도 성남시 수정구 신흥동 2467번지,2009378019307500008,3780000,,,,01,영업/정상,대규모점포,,,031-721-9111
성남중앙지하시장,그 밖의 대규모점포,,213243.45351077,437926.393730154,2025-12-15 16:15:28,I,1,정상영업,2007-07-07 11:25:20,,1995-09-06,,,경기도 성남시수정구 신흥동 2467호 외 10필지,2000378000007510042,3780000,,,,01,영업/정상,,,,034-2721-6111
NC백화점 야탑점,백화점,,211200.046775342,434263.681539619,2026-05-07 03:03:03,U,1,정상영업,2026-05-06 17:51:58,,1995-09-04,25663.32,,경기도 성남시 분당구 야탑동 산 357번지 1호,2000378000007530973,3780000,"경기도 성남시 분당구 야탑로81번길 11 (야탑동, NC백화점)",13497,,01,영업/정상,대규모점포,,,031-780-3502
킴스클럽성남점,백화점,,,,2025-12-15 16:15:28,I,1,정상영업,2007-07-07 11:25:20,,1995-09-04,,,경기도 성남시분당구 야탑동 357번지 1   호,2000378000007530047,3780000,,,,01,영업/정상,,,,034-2780-3501
뉴타운백화점,백화점,2008-08-05,202799.493701955,417412.176785125,2026-03-11 01:45:40,I,3,폐업처리,2010-08-03 13:55:59,,1995-09-04,0,,경기도 수원시팔달구 인계동 1132번지 2   호,1995374001107500004,3740000,경기도 수원시 팔달구 권선로741번길 17 (인계동),,,03,폐업,,,,031-220-7000
(주)부안프라자,그 밖의 대규모점포,1996-12-30,176174.754803561,247475.281676574,2025-12-15 16:15:28,I,3,폐업처리,2021-08-17 15:58:01,,1995-08-31,1924.34,,전북특별자치도 부안군 부안읍 봉덕리 574-94 부안프라자,1995479005307500001,4791000,"전북특별자치도 부안군 부안읍 석정로 209, 부안프라자",56307,,03,폐업,대규모점포,,,063-581-0500
커넥트현대 부산점,쇼핑센터,,387539.767677801,184402.96650913,2025-12-15 16:15:28,I,1,정상영업,2024-11-13 17:10:41,,1995-08-24,20401.54,601-062,부산광역시 동구 범일2동 62번지 5호,2009327007707500001,3270000,부산광역시 동구 범일로 125 (범일동),,,01,영업/정상,대규모점포,,,051-667-0010
(주)한화갤러리아 수원점,백화점,2020-02-12,202789.286726531,417668.604973311,2026-03-11 01:45:40,I,3,폐업처리,2020-02-11 16:48:01,,1995-08-23,26206.49,442-773,경기도 수원시 팔달구 인계동 1125번지 1호,1995374001107500003,3740000,경기도 수원시 팔달구 효원로 282 (인계동),,2007-02-04,03,폐업,대규모점포,,,031-229-7114
한남프라자,시장,2012-11-08,207590.031147049,454599.632823069,2025-12-15 16:15:28,I,3,폐업처리,2013-06-19 10:20:42,,1995-08-23,11554.5,,,2012306009507500002,3060000,서울특별시 중랑구 면목로 470 (상봉동),,,03,폐업,대규모점포,,,02-439-0011
신흥시장,시장,,,,2026-07-01 09:42:12,I,1,정상영업,2018-08-21 11:44:20,,1995-08-17,606.26,,인천광역시 제물포구 선화동 1번지 10호,1995349001207500001,3501000,인천광역시 제물포구 서해대로464번길 10 (선화동),22329,,01,영업/정상,준대규모점포,,,032-883-1213
남동후생시설,그 밖의 대규모점포,,173010.470921381,434072.007471081,2026-03-26 22:49:55,I,1,정상영업,2013-12-30 15:36:15,,1995-07-18,0,,인천광역시 남동구 고잔동 447번지 1   호,2000353000007500019,3530000,인천광역시 남동구 남동대로239번길 68 (논현동),,,01,영업/정상,준대규모점포,,,032-817-2712
관리단대표회의,그 밖의 대규모점포,,379121.358659294,183459.900435184,2025-12-15 16:15:28,I,1,정상영업,2023-02-09 13:33:38,,1995-07-18,20350,617-831,부산광역시 사상구 엄궁동 642번지,2004339001507500001,3390000,부산광역시 사상구 강변대로 570 (엄궁동),,,01,영업/정상,대규모점포,,,051-315-7400
부산광역시건축자재판매업협동조합,그 밖의 대규모점포,,379121.358659294,183459.900435184,2025-12-15 16:15:28,I,4,직권취소,2007-08-10 18:19:53,,1995-07-18,0,,부산광역시 사상구 엄궁동 642호  H 6,1995339001507500015,3390000,"부산광역시 사상구 강변대로 570, H동 6호 (엄궁동)",,,04,취소/말소/만료/정지/중지,,,,051-311-4434
금관시장,그 밖의 대규모점포,,240082.370474204,348165.958733582,2026-05-06 22:48:29,I,1,정상영업,2014-04-02 16:13:35,,1995-07-15,0,,충청북도 청주시 흥덕구 복대동 849-4번지,2000436000907500016,5710000,충청북도 청주시 흥덕구 사직대로 14 (복대동),,,01,영업/정상,대규모점포,,,043-275-9400
국제상가,시장,,384741.923372529,187364.899359566,2025-12-15 16:15:28,I,1,정상영업,2023-09-27 11:00:07,,1995-07-13,3168.81,,부산광역시 부산진구 당감동 791호,2000329000107500025,3290000,부산광역시 부산진구 백양관문로 104 (당감동),,,01,영업/정상,대규모점포,,,051-895-8175
서부공단전시판매센타,그 밖의 대규모점포,,181961.733012032,423615.27638305,2025-12-15 16:15:28,I,1,정상영업,2018-01-02 10:23:59,,1995-07-06,19409.18,,경기도 안산시 단원구 원시동 773번지 9호,2000393000007500012,3930000,경기도 안산시 단원구 동산로 63 (원시동),15433,,01,영업/정상,대규모점포,,,031-495-8460
남동공단산업용품상가,그 밖의 대규모점포,,172797.122604371,433931.185296708,2026-03-26 22:49:55,I,1,정상영업,2013-12-26 14:20:54,,1995-07-05,5.16,,"인천광역시 남동구 고잔동 630,631호",2000353000007500018,3530000,인천광역시 남동구 은청로 4-7 (고잔동),,,01,영업/정상,대규모점포,,,032-816-7133
연동시장,그 밖의 대규모점포,,153051.715057891,-357.23581699094,2025-12-15 16:15:28,I,1,정상영업,2010-07-28 16:48:44,,1995-07-03,3059,,제주특별자치도 제주시 연동 290번지 51  호,1995549000007500001,6510000,제주특별자치도 제주시 삼무로11길 16 (연동),,,01,영업/정상,,,,064-749-0329
법동보람상가,그 밖의 대규모점포,,,,2025-12-15 16:15:28,I,1,정상영업,2011-09-16 13:59:18,,1995-07-03,,,대전광역시 대덕구 법동 191번지 1   호,1990368000007500009,3680000,,,,01,영업/정상,,,,042-624-8799
(주)영해종합시장,그 밖의 대규모점포,,381107.436680001,184203.598938232,2025-12-15 16:15:28,I,1,정상영업,2011-11-14 15:34:13,,1995-06-29,957.7,,부산광역시 사상구 학장동 570번지 2호,2000339001507500011,3390000,부산광역시 사상구 학감대로 109-10 (학장동),,,01,영업/정상,대규모점포,,,051-327-1150
명곡종합상가,그 밖의 대규모점포,,,,2026-04-30 22:00:14,I,1,정상영업,2009-05-15 13:09:42,,1995-06-28,4360,,경상남도 창원시 명서동 75-16호,1995527002207500001,5670000,,,,01,영업/정상,,,,055-265-0852
월드마트,그 밖의 대규모점포,,244238.055511945,161759.709547599,2026-07-14 11:38:15,I,1,정상영업,2007-07-21 11:08:49,,1995-06-23,,,전남광주통합특별시 순천시 남내동 65호,2000482000007500020,5790000,전남광주통합특별시 순천시 별미길 18 (남내동),,,01,영업/정상,,,,
(주)삼우주택 이태수,그 밖의 대규모점포,,368408.132156805,475968.018406903,2025-12-15 16:15:28,I,4,직권취소,2012-05-24 10:07:28,,1995-06-19,0,,강원특별자치도 강릉시 포남동 1292 - 1호,2000420001907500007,4201000,,,,04,취소/말소/만료/정지/중지,대규모점포,,,033-651-5608
서면전자랜드,전문점,2026-01-30,387649.553090689,186199.745562927,2026-01-31 22:18:10,U,3,폐업처리,2026-01-30 10:33:43,,1995-06-07,3563.39,,부산광역시 부산진구 부전동 155-3호,2000329000107500030,3290000,부산광역시 부산진구 서전로 4 (부전동),,,03,폐업,대규모점포,,,051-816-2400
선스포츠프라자,그 밖의 대규모점포,,,,2026-05-03 22:40:51,I,1,정상영업,2007-07-14 11:13:31,,1995-06-02,,,대구광역시 수성구 만촌동 881호,1995346005507500017,3460000,대구광역시 수성구 교학로5길 92-5 (만촌동),,,01,영업/정상,,,,053-0751-5500
팔공보성2차상가아파트,시장,2011-06-21,348108.884172648,272394.00290408,2026-04-30 22:30:10,I,3,폐업처리,2011-06-21 16:45:06,,1995-06-01,0,701-746,대구광역시 동구 지묘동 327번지 팔공보성2차아파트 208동,2011342011107500002,3420000,,,,03,폐업,,,,
(주)이랜드리테일 강남점,대형마트,,200576.608647619,445241.8984183,2026-05-07 03:03:03,U,1,정상영업,2026-05-06 17:40:47,,1995-06-01,3752,,서울특별시 서초구 잠원동 70-2 뉴코아백화점,1995321012207500001,3210000,"서울특별시 서초구 잠원로 51, 뉴코아백화점 (잠원동)",06511,,01,영업/정상,대규모점포,,,
빅마트,대형마트,,190571.312577428,180762.465501101,2026-07-14 11:38:15,I,BBBB,,2007-07-14 11:05:22,,1995-05-27,3558,,전남광주통합특별시 남구 주월동 408번지 1호,2000361001207500003,5815000,전남광주통합특별시 남구 서문대로 745 (주월동),,1995-05-27,01,영업/정상,,,,062-650-2281
벨몽드,대형마트,,,,2026-05-10 21:30:34,I,1,정상영업,2007-07-21 10:12:48,,1995-05-23,,,강원특별자치도 춘천시 효자동 641번지 5   호,1995418001607500004,4181000,,,,01,영업/정상,,,,033-252-6581
금촌신시장,그 밖의 대규모점포,,,,2026-05-02 22:04:32,I,1,정상영업,2007-06-30 11:36:41,,1995-05-12,,,경기도 파주시 금촌동 64-60호,2000406001307500003,4060000,,,,01,영업/정상,,,,031-941-2723
작전동보아파트상가,그 밖의 대규모점포,2003-04-11,175891.757466625,447146.070622545,2026-05-10 23:19:02,I,3,폐업처리,2010-11-23 22:47:44,,1995-05-12,0,,인천광역시 계양구 작전동 388번지 2   호,1995355001207500001,3550000,,,,03,폐업,,,,032-546-7466
그랜드패션아울렛,그 밖의 대규모점포,,186786.622461585,450297.70265223,2025-12-15 16:15:28,I,2,휴업처리,2007-07-14 13:55:24,,1995-05-01,0,,서울특별시 강서구 화곡동 1095호,1995315007407500001,3150000,,,,02,휴업,,,,02-2600-2002
신단지구매시설,그 밖의 대규모점포,,,,2026-05-07 22:37:40,I,1,정상영업,2007-06-30 12:09:18,,1995-04-21,,,경상북도 포항시북구 죽도동 2-4호,2000502007107500018,5020000,,,,01,영업/정상,,,,
벽산그랜드코아,그 밖의 대규모점포,,200619.970409155,421483.365555557,2026-03-11 01:45:40,I,4,직권취소,2019-11-18 17:36:47,,1995-04-18,3185,440-300,경기도 수원시장안구 정자동 9번지 2호 외 1필지,1995374011007500001,3740000,"경기도 수원시 장안구 송정로 96 (정자동,외 1필지)",,,04,취소/말소/만료/정지/중지,대규모점포,,,031-254-7882
벽산그랜드코아,그 밖의 대규모점포,,200619.970409155,421483.365555557,2026-03-11 01:45:40,I,4,직권취소,2008-04-04 15:30:10,,1995-04-18,840.03,,경기도 수원시장안구 정자동 9번지 2호,1995374001107500002,3740000,경기도 수원시 장안구 송정로 96 (정자동),,,04,취소/말소/만료/정지/중지,,,,
대주종합상가,그 밖의 대규모점포,,248216.119095857,162046.773590671,2026-07-14 11:38:15,I,1,정상영업,2007-07-21 11:08:49,,1995-04-03,,,전남광주통합특별시 순천시 조례동 1608호,2000482000007500019,5790000,전남광주통합특별시 순천시 지봉로 485 (조례동),,,01,영업/정상,,,,061-722-7383
선싸인,그 밖의 대규모점포,,198737.553769773,451081.894647871,2026-03-26 22:48:23,I,1,정상영업,2020-04-30 15:43:19,,1995-04-01,3613.39,,,2014301013007500023,3010000,서울특별시 중구 명동8가길 27 (충무로2가),,,01,영업/정상,대규모점포,,,02-757-3421
풍성상가,그 밖의 대규모점포,,195755.705500037,418629.98728721,2026-03-11 01:45:40,I,2,휴업처리,2007-06-23 14:09:49,,1995-03-29,1502,,경기도 수원시권선구 금곡동 262번지 10호,1995374001107500006,3740000,경기도 수원시 권선구 금호로15번길 15 (금곡동),,,02,휴업,,,,
